Portfolio,Annualized_Return,Annualized_Std,Sharpe_Ratio
Group_1,-0.02836491198755197,0.2788860525019769,-0.10170789013319662
Group_2,0.10485771095073007,0.23995245542847557,0.4369936984536747
Group_3,0.14584755627537963,0.2318440545181066,0.6290761114341589
Group_4,0.1445042230634174,0.22987236107636708,0.6286280890263746
Group_5,0.15358100754489426,0.23436805790811346,0.655298375195426
long_short,0.18194591953244624,0.0911735007990054,1.995600892122715
