month,Group_1,Group_2,Group_3,Group_4,Group_5
2018-07,-0.03593023847245133,0.009280714074105257,0.01483309548613026,0.013481205948393905,0.010088289306173472
2018-08,-0.10828409253992055,-0.07998932882748748,-0.07762854122013096,-0.0755842729812895,-0.07859739670495274
2018-09,-0.02661951072035947,-0.012823469678096718,-0.012128015082081263,-0.016567222935193058,-0.02317198792751086
2018-10,-0.07923917724017344,-0.07869915130601869,-0.07202269230368359,-0.06890308226320602,-0.06211972487098703
2018-11,0.050432831469423574,0.07295979981082289,0.08006392341412824,0.08609487199971684,0.08115045372973576
2018-12,-0.07363270683422227,-0.059669674196647746,-0.05484246568868343,-0.04984068273007195,-0.06094767036014555
2019-01,-0.06690397716541852,-0.01911101139817125,-0.008744516544091438,-0.00714354593028014,-0.0014224899393944332
2019-02,0.2601513961748766,0.2249948792136788,0.20750563662570218,0.2087821419431657,0.22051303369946068
2019-03,0.1063433777159009,0.10822305344556005,0.1086707701720175,0.10602752837838922,0.11155419636009636
2019-04,-0.10652074211212466,-0.0587465122227497,-0.06703430498958744,-0.07437652694059099,-0.07298241590839977
2019-05,-0.025168504056648656,-0.007348479908320589,-0.019786491262898342,-0.020418047202823152,-0.013668631100835368
2019-06,-0.006610120620795062,0.021381899760625694,0.028979746256462303,0.02969105066639701,0.0443534240041826
2019-07,-0.0680176511285521,-0.04271061067638668,-0.023708304746642664,-0.03119352178652663,-0.0274515319925423
2019-08,-0.0006747800636528032,-0.0053028931961404385,-0.006932349096980835,-0.010175514029648221,-0.007197671770454509
2019-09,0.0028935754342542903,0.014013825216071904,0.013619218199559902,0.021493250578357728,0.02557225864499672
2019-10,-0.038149629270134294,-0.013274212676099989,-0.0062612883813730445,-0.0025249266400337537,0.006344182222036978
2019-11,-0.02401374305403917,-0.025690133634220125,-0.015571306143573145,-0.011499486373468952,-0.009214492959390785
2019-12,0.1051750799693012,0.08736428049518502,0.08555240459026763,0.088449263724043,0.08693425729252528
2020-01,-0.08484608095692943,-0.08624547458224313,-0.09935717052123672,-0.09572503307882957,-0.08597727909530618
2020-02,0.1378898823319235,0.11305200653488968,0.10096095890827629,0.09248273036383199,0.1025543408072601
2020-03,-0.09440354525913033,-0.054111514757973815,-0.042771539278208405,-0.03801530926541287,-0.021048836639738208
