Portfolio,Annualized_Return,Annualized_Std,Sharpe_Ratio
Group_1,-0.040070807816138365,0.2808473380353036,-0.14267825394556993
Group_2,0.0968666873285745,0.24101108816908517,0.40191797010026414
Group_3,0.13393628163070515,0.23435350377751232,0.5715138859535036
Group_4,0.1611705084093321,0.23080209543587396,0.6983060881876253
Group_5,0.16829265588262643,0.23080181926248924,0.7291652051114398
long_short,0.20836346369876482,0.10254325234950577,2.03195684674194
