month,Group_1,Group_2,Group_3,Group_4,Group_5
2020-02,0.13074162326594577,0.10959996717405988,0.11057921464535578,0.10121659787463093,0.09480967989337556
2020-03,-0.0750163247735439,-0.04124614439371463,-0.06316671231609344,-0.049190825803921895,-0.021730737913189756
2020-04,0.00897592708604735,0.006744203700768817,0.019312509255834616,0.02148406774551089,0.038492263435950386
2020-05,0.02536012696377812,0.03320164435974923,0.031050520489563044,0.03877682658106591,0.04046385185438594
2020-06,0.06953806892024673,0.06428991111580928,0.06358324716012671,0.07916886322794865,0.07242526715477914
2020-07,0.12744740103653726,0.13313441754543753,0.13911227049498257,0.1415090770604712,0.1441524073479982
2020-08,0.008474445533924105,0.018161062097015266,0.032911157826006496,0.03412944733287687,0.03552878991320383
2020-09,-0.04883110316164937,-0.06180682529946742,-0.04966290096495601,-0.05847459804307084,-0.0542061944337781
2020-10,-0.006925278947150275,-0.016787829225921508,-0.009001836938581902,-0.011040160926457055,-0.014725824699486079
2020-11,0.0038069354935896956,0.03854429724158044,0.03518409297720051,0.028267570894259467,0.0245078967547375
2020-12,-0.04522770715375625,-0.03812331437894067,-0.04056546267080887,-0.03918357182658696,-0.011532141338910706
2021-01,-0.10327536647408939,-0.07759822353321366,-0.06727500393923269,-0.05927669690520023,-0.053248717296974925
2021-02,0.03091022144543608,0.044617678784246204,0.044390544593176866,0.04139505975870432,0.03733310107002592
2021-03,-0.002904066578990455,0.015160604559531858,0.014041841812655049,0.024035631483496075,0.01057544761250628
2021-04,-0.01438165885443153,0.001716748616480351,0.007223051032403807,0.00768232128112587,0.03504295096112109
2021-05,0.09209884662756494,0.06644585311702857,0.0623093130850507,0.05183285586000442,0.049960871221152406
2021-06,0.014031745686777486,0.03870683623171831,0.03529672871063522,0.044372944964133576,0.05390536061525482
2021-07,-0.0064037485889791275,0.006245912988534502,-0.007069275632493464,-0.003506123229173849,0.0034675903625197915
2021-08,0.06209966479083207,0.064259501235607,0.06495860986113665,0.07191425034592472,0.06866688912153304
2021-09,-0.024414335464201208,-0.008333386533458149,0.006410341772033656,-0.005760453278324118,-0.017356770111865896
2021-10,-0.03549488730041778,-0.03998067854671401,-0.03071944456227043,-0.026810823342487914,-0.02110043702886636
2021-11,0.11467710870373214,0.09425174750332721,0.11185195689452873,0.10776092299581508,0.12099888735314836
2021-12,0.014108824309718195,0.03520935283819758,0.04698047198982162,0.03816460376269355,0.02998530976686491
2022-01,-0.10811930561679885,-0.07221709660388585,-0.07341198404290836,-0.07800105553848957,-0.09233630497100336
2022-02,0.04381541698229701,0.03636470998572023,0.033779874578342854,0.032975021786515825,0.029726842433711008
2022-03,-0.04148822561457491,-0.061535419712941006,-0.06731811467547452,-0.06716138352883555,-0.06828587802300043
2022-04,-0.19176233448912583,-0.15007732232046683,-0.1347660244784802,-0.13966164467693556,-0.14526974234133533
2022-05,0.10373338319544542,0.1037388006819235,0.10271070098436237,0.10984508235124402,0.11502479999133461
2022-06,0.07324854744313695,0.08161802058244955,0.09658729295781637,0.08887810926164554,0.0839028815956361
2022-07,0.03966383974108647,0.029778610064592002,0.022598253908548374,0.03384817881134695,0.028276756670393515
2022-08,-0.062318553718154854,-0.031167662491246098,-0.022013220109303556,-0.019623708582142796,-0.010926989002668471
2022-09,-0.10319593543884617,-0.0827821638124618,-0.08358509743441249,-0.0848853442344791,-0.07830249930296034
2022-10,0.027656511085688305,0.026674297688630916,0.03477244542172695,0.047865831620731235,0.05158810571338378
2022-11,0.07247476697287211,0.08253589157756411,0.07407714679108678,0.08878478775044515,0.09755563657582404
2022-12,-0.059266934580788036,-0.050114487598737,-0.048861244209983515,-0.0382339464145589,-0.04021377054129093
